%eval_id interface desired_speed  radius         time_gap       strength_neighbor range_neighbor flow_2.4       density_2.4    speed_2.4      flow_3.6       density_3.6    speed_3.6      flow_5.0       density_5.0    speed_5.0      
1        NO_ID      1.06356613     0.2288275674   0.2325727015   5.187871314    0.2139527533   -1.13583       -2.5445        0.1941         -0.72179       -2.11944       0.31922        -2.30408       -1.51655       0.29714        
2        NO_ID      1.234161395    0.2344751276   0.8724702812   3.758523746    0.1978870278   -3.309         -3.04135       -0.0098        -5.06088       -2.68244       -0.01638       -8.35913       -2.18257       -0.08646       
3        NO_ID      1.35308259     0.1950229713   0.5356691224   9.131641742    0.2281160345   -1.38017       -2.93367       0.19177        -1.91597       -2.51624       0.30183        -3.9385        -2.04202       0.30793        
4        NO_ID      1.492865571    0.2023090663   0.1113922481   4.886728709    0.140860092    4.21034        -1.3516        0.39506        7.10667        -1.01615       0.61693        9.46332        -0.5386        0.64918        
5        NO_ID      1.56498062     0.2222894184   0.7467378012   6.386846707    0.2664657477   -2.59268       -3.22568       0.10394        -3.64065       -2.87099       0.18719        -6.47473       -2.35567       0.12952        
6        NO_ID      1.286320299    0.1519323944   0.349709468    4.500261907    0.2749539796   2.45323        -1.80782       0.30378        4.14394        -1.49956       0.4799         4.24414        -0.98854       0.42594        
7        NO_ID      1.204256909    0.1774110115   0.5239604723   6.072735694    0.121062952    -0.80242       -1.08743       0.00746        -0.78718       -1.30578       0.11042        -3.23278       -0.92823       0.00481        
8        NO_ID      1.389967162    0.1240204597   0.2822966372   8.574894322    0.106259845    6.84394        1.57007        0.17257        10.63775       1.0394         0.32954        13.63055       0.7665         0.34401        
9        NO_ID      1.146278897    0.1702103381   0.9659095234   6.882349593    0.03160644122  -2.73202       -1.85007       -0.07265       -5.40438       -2.32594       -0.13555       -9.86364       -2.60923       -0.357         
10       NO_ID      1.420830495    0.1374538792   0.4357211176   2.260920231    0.1690299484   3.38799        0.86359        0.0946         4.86738        0.32777        0.1744         4.75612        0.04588        0.11773        
11       NO_ID      1.485364607    0.1618746875   0.7411525738   3.91349832     0.06928886577  -1.04844       -0.98513       -0.01033       -2.10834       -2.01754       0.10747        -6.65747       -2.05229       -0.11461       
12       NO_ID      1.103978857    0.1687805626   0.6124862928   3.439815079    0.1586525974   -0.90489       -0.83244       -0.00938       -0.99573       -1.05979       0.06871        -3.31433       -0.81188       -0.0394        
13       NO_ID      0.9459553463   0.1413033428   0.1434820322   8.089761678    0.2436113879   1.0926         -2.28667       0.28201        1.53382        -1.83746       0.34354        0.27655        -1.26796       0.23228        
14       NO_ID      1.308729068    0.1906595502   0.4490356126   3.083190576    0.0733628562   -0.11426       -1.92076       0.16071        -1.4366        -2.22326       0.2319         -5.25292       -2.29923       0.04133        
15       NO_ID      0.8084568827   0.2483401544   0.1979151093   5.429197017    0.05896999481  -2.32284       -2.38405       0.0317         -2.82056       -1.90449       0.08098        -4.74868       -1.40596       0.06188        
16       NO_ID      0.9602559678   0.2121013047   0.3711813118   7.685959423    0.1397529165   -1.51652       -2.14333       0.06459        -1.9464        -1.83028       0.13658        -3.68826       -1.42706       0.13413        
17       NO_ID      1.123368045    0.1462633454   0.7937891992   9.873165383    0.2492729994   -1.60302       -2.66873       0.11264        -2.26927       -2.30158       0.17414        -4.55662       -1.77627       0.11033        
18       NO_ID      0.9093612306   0.1307617732   0.8712566678   7.196112446    0.03599687205  -1.02204       0.3422         -0.08481       -3.25128       -1.59498       -0.09321       -7.64797       -2.2709        -0.32662       
19       NO_ID      1.004332834    0.2167496394   0.6812001623   9.543808338    0.1908497663   -2.86533       -2.93252       0.03469        -4.07077       -2.54581       0.07598        -7.21424       -2.04942       0.01334        
20       NO_ID      0.8401973379   0.183168577    0.9347457881   2.647559471    0.2870548208   -2.95956       -2.12526       -0.04309       -3.50125       -1.93183       0.01942        -6.68314       -1.4103        -0.13659       
21       NO_ID      1.554601207    0.241332895    0.6555970227   8.09742288     0.09433884943  -2.96314       -3.01747       0.01853        -4.08834       -2.83323       0.12133        -7.9516        -2.25325       0.01874        
