%eval_id interface time_gap       desired_speed  radius         strength_neighbor range_neighbor strength_geometry range_geometry least_sq_term_1 least_sq_term_2 least_sq_term_3 least_sq_term_4 least_sq_term_5 least_sq_term_6 least_sq_term_7 least_sq_term_8 least_sq_term_9 least_sq_term_10 least_sq_term_11 least_sq_term_12 least_sq_term_13 least_sq_term_14 least_sq_term_15 least_sq_term_16 least_sq_term_17 least_sq_term_18 least_sq_term_19 least_sq_term_20 least_sq_term_21 least_sq_term_22 least_sq_term_23 least_sq_term_24 least_sq_term_25 least_sq_term_26 least_sq_term_27 
1        NO_ID      0.7682807431   1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   7.3429         4.66555        -3.21172       6.99147        2.44652        1.7275         6.17371        2.08278        -2.05443       -0.5548        4.37984        -2.51665       7.36799        -1.86198       6.55596        8.7346         0.00411        1.49766        7.0605         -0.32969       -0.05725       -2.27676       -0.30986       3.63185        6.82082        -1.37828       2.13932        
2        NO_ID      0.2405956752   1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   26.87112       4.32169        1.22328        -4.21158       -7.00759       1.31695        23.99267       3.07876        2.51576        33.3336        1.43954        5.74683        28.10602       -2.05722       15.77119       29.76311       -0.41792       7.08772        28.54191       -0.84229       5.7977         27.76338       -1.84994       12.7824        25.65865       -1.52247       8.74575        
3        NO_ID      1.918130459    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.08642        2.83533        -2.014         4.44293        0.38109        2.41503        1.9969         0.45229        -0.20276       3.90732        2.29196        -3.45629       -3.49199       -1.07924       0.5764         2.58583        -0.27566       -1.79067       2.61119        -0.94422       -1.04656       3.62205        -1.89034       0.31099        2.89914        -1.42754       -0.5783        
4        NO_ID      1.930302816    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.19149        2.68037        -1.77923       4.45011        0.8706         1.12283        2.16334        0.33609        -0.15648       4.20808        2.13067        -3.25601       1.83671        -1.63119       1.30684        3.84043        -0.11902       -1.65269       2.38888        -0.94425       -0.76151       3.6704         -1.90479       0.50909        1.87682        -1.20741       -1.4075        
5        NO_ID      1.925501505    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.1129         2.73772        -1.87272       4.19447        1.18967        1.01136        2.02068        0.2565         -0.32544       3.59125        2.37638        -3.1847        2.26383        -1.66859       1.87205        3.9917         -0.02396       -1.32574       2.16383        -0.84661       -1.07571       3.68615        -1.80853       0.70023        2.77589        -1.3797        -1.30707       
6        NO_ID      1.921079309    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.14007        2.76483        -1.97892       4.28356        1.5243         0.42132        2.02604        0.48126        -0.59424       3.78368        2.16267        -3.37641       2.00927        -1.64546       1.47048        3.96849        -0.02752       -1.35583       2.6724         -0.86208       -1.22124       -5.90274       1.12078        5.62507        2.91473        -1.45845       -1.03404       
7        NO_ID      1.928241568    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   2.9321         2.66214        -1.94361       4.15768        0.0288         2.83431        1.85721        0.55005        -0.57624       4.23816        2.15521        -3.34153       2.23882        -1.70079       1.52127        3.93339        -0.05759       -1.68404       -6.02184       0.97165        0.68616        3.63805        -1.82344       0.39613        2.66881        -1.42833       -0.4703        
8        NO_ID      1.928240994    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.19205        2.60197        -1.80168       4.32396        1.34947        0.61033        2.02449        0.49253        -0.57051       4.02648        2.32029        -3.16628       2.03375        -1.65848       1.80258        3.82893        -0.03687       -1.4851        1.71679        -0.71502       -1.20271       3.57455        -1.87369       0.77776        2.82217        -1.46892       -0.86625       
9        NO_ID      1.928241082    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.13895        2.64343        -1.79693       4.25992        0.51978        2.25022        1.22819        0.39658        -1.00751       -3.04085       3.93276        -3.74057       1.95652        -1.63356       1.55691        2.33521        0.43957        -2.00662       2.22676        -0.91504       -1.17547       3.33894        -1.88533       0.678          2.88365        -1.48135       -1.10239       
10       NO_ID      1.928244392    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.19205        2.69053        -1.82079       4.13342        -0.22219       2.78288        2.00023        0.52487        -0.37385       4.09765        2.25979        -3.55157       1.51867        -1.73299       1.44099        2.89941        0.3071         -1.70432       2.55           -0.92543       -1.23407       3.68661        -1.85201       0.38732        2.96359        -1.49576       -1.13743       
11       NO_ID      1.928352011    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.13937        2.59899        -1.81188       4.32225        1.924          -0.27077       2.13968        0.3772         -0.15899       3.57523        2.17905        -3.27784       2.02548        -1.66863       1.96995        3.68133        -0.09589       -1.48467       -5.04837       0.16826        -1.24783       3.51094        -1.78831       0.85997        2.71499        -1.38281       -1.19341       
12       NO_ID      1.919171333    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.03444        2.77429        -2.001         4.29205        0.74786        1.67768        -6.28385       1.43524        -0.42723       4.01693        2.42056        -3.28744       1.93765        -1.64929       1.38306        4.05047        -0.1156        -1.28401       2.58035        -0.98207       -0.73316       3.65405        -1.7883        -0.11175       2.62344        -1.46193       -0.93839       
13       NO_ID      1.91917197     1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.08656        2.7615         -1.95276       4.38631        0.8962         1.49953        2.0441         0.41288        -0.41312       4.09629        2.29388        -3.2632        2.08246        -1.64845       1.66929        3.87512        0.03184        -1.51199       2.56608        -0.86033       -1.00006       3.57435        -1.72807       0.47584        2.80692        -1.48114       -1.30394       
14       NO_ID      1.919170116    1.55           0.1006342662   1.703418994    0.3363632989   1.392920625    0.1047017584   3.11262        2.80523        -1.93189       4.26947        1.60085        0.3176         1.97609        0.49584        -0.69586       3.43777        2.53903        -3.42124       1.90464        -1.64305       1.79033        3.94531        0.00965        -1.52293       2.39963        -0.87276       -0.63957       3.6062         -1.90579       0.45998        2.76045        -1.41184       -1.31863       
