%eval_id interface desired_speed  door_width     sim_seed       evacuation_time 
1        NO_ID      1.259734103    0.8551960661   891.6675723    72.48          
2        NO_ID      1.585478836    1.722417232    4336.196221    33.42          
3        NO_ID      1.08005653     1.520225277    9397.721729    40.71          
4        NO_ID      1.312520413    1.773809655    1623.717528    33.9           
5        NO_ID      0.8887997994   2.156172561    5953.813601    36.31          
6        NO_ID      0.9226696689   1.644340325    4965.272535    41.15          
7        NO_ID      1.041467236    1.247444085    4727.740503    45.75          
8        NO_ID      1.343537614    1.37719281     7706.718576    41.53          
9        NO_ID      1.371083332    1.504088354    5486.524451    37.76          
10       NO_ID      1.351725056    1.857016934    5530.925078    32.12          
11       NO_ID      0.8254674783   1.452355916    3788.949193    49.1           
12       NO_ID      1.42752122     1.549047383    1241.914188    35.74          
13       NO_ID      1.307603994    1.595381471    7252.153875    35.44          
14       NO_ID      1.472275108    0.9268265418   5100.542032    63.05          
15       NO_ID      1.38412773     2.040979895    2029.772248    29.01          
16       NO_ID      1.007508422    0.99341588     348.5022688    65.06          
17       NO_ID      0.8755666621   1.356835152    6724.740111    49.39          
18       NO_ID      0.9328089201   0.9375663996   6369.606679    69.76          
19       NO_ID      1.572373682    2.321774253    1808.517221    24.73          
20       NO_ID      0.8143723439   1.027135726    3281.039171    61.82          
21       NO_ID      1.459961415    1.80197277     6634.098141    32.21          
22       NO_ID      1.366467179    1.273712548    3087.837344    39.46          
23       NO_ID      1.106329833    1.701735452    9827.88186     35.16          
24       NO_ID      0.9986595411   2.184980435    2493.720468    33.97          
25       NO_ID      1.227059696    1.126218837    9703.334743    49.4           
26       NO_ID      0.9189294092   2.004395549    6222.58856     35.57          
27       NO_ID      1.009698713    1.877933092    2388.807979    35.74          
28       NO_ID      1.058433938    1.611664115    9450.322875    42.83          
29       NO_ID      1.144373325    1.579309717    3854.548831    39.09          
30       NO_ID      1.284860359    0.8863224037   8999.874072    71.58          
31       NO_ID      1.137115951    1.288683137    770.4746529    46.19          
32       NO_ID      1.417928204    1.99420092     8124.875138    30.99          
33       NO_ID      0.9837592788   0.9747499878   1354.84871     61.8           
34       NO_ID      1.392781377    1.392250182    6894.601541    39.79          
35       NO_ID      1.413473864    2.111547393    2681.543957    28.92          
36       NO_ID      1.177862171    1.789600617    5335.72336     35.05          
37       NO_ID      1.495274563    2.336406706    4.142604308    26.61          
38       NO_ID      1.534042891    1.694820814    4112.797574    35.8           
39       NO_ID      1.247865847    2.310840656    5601.135144    28.07          
40       NO_ID      1.561663533    2.359029384    8096.435105    26.24          
41       NO_ID      1.01600623     1.017127104    9261.030337    57.69          
42       NO_ID      0.846237528    1.815191211    2216.900516    40.23          
43       NO_ID      1.29344246     2.081913508    6148.868149    31.55          
44       NO_ID      1.538493689    1.332740376    2911.258371    39.68          
45       NO_ID      1.580541603    0.8155133541   9126.765434    68.12          
46       NO_ID      0.9371429345   2.387227507    1161.325694    31.96          
47       NO_ID      1.50607024     1.056723637    5282.273297    48.59          
48       NO_ID      1.212947088    1.475179451    2563.179161    41.32          
49       NO_ID      1.547401247    0.9812246523   651.7919836    55.92          
50       NO_ID      0.8652481491   0.9103172376   7032.617061    74.56          
51       NO_ID      0.8378559515   1.841526562    7470.554866    41.08          
52       NO_ID      1.068893225    2.228097093    8630.224822    31.71          
53       NO_ID      0.9496645806   0.8294765564   1025.82673     81.97          
54       NO_ID      1.356506306    1.300415987    1960.690558    43.49          
55       NO_ID      1.154337157    1.048333348    7925.599002    55.37          
56       NO_ID      1.0254546      1.462318104    9934.513674    43.61          
57       NO_ID      1.37843691     1.758639355    8714.937212    32.9           
58       NO_ID      0.8029963209   1.087378752    6527.288539    64.43          
59       NO_ID      1.440976306    1.65769536     4290.180169    34.76          
60       NO_ID      1.124894823    1.423790191    557.2719247    43.39          
