%eval_id interface desired_speed  radius         time_gap       strength_neighbor range_neighbor flow_2.4       density_2.4    speed_2.4      flow_3.6       density_3.6    speed_3.6      flow_5.0       density_5.0    speed_5.0      
1        NO_ID      1.077926815    0.229456448    0.1014329448   2.880065686    0.1095571068   6.6762         3.46301        0.66378        9.46128        3.12356        0.84285        15.4485        3.1179         0.99074        
2        NO_ID      0.8036053939   0.2222609445   0.4930669178   3.761313358    0.1893511266   3.44149        3.21047        0.32149        5.51615        2.71273        0.52775        7.90671        2.51065        0.67499        
3        NO_ID      0.9344986785   0.1613163593   0.3877772752   7.994770044    0.2619780277   5.36952        2.85858        0.53716        8.04598        2.59036        0.73117        10.96698       2.47101        0.81939        
4        NO_ID      1.214599289    0.167448516    0.6342378821   5.328442972    0.2517504785   5.27211        3.50975        0.42185        7.99087        3.00702        0.6293         10.78886       2.71247        0.72983        
5        NO_ID      1.242174721    0.1224666837   0.8497023131   7.722326398    0.08586535083  5.27307        7.54757        0.18932        7.36067        5.80624        0.28461        9.82456        4.37613        0.37789        
6        NO_ID      0.9038823124   0.2064567082   0.546029563    2.700354521    0.2125918131   3.92487        3.47539        0.32239        5.97525        3.01539        0.51273        9.15033        2.70198        0.64521        
7        NO_ID      1.14185625     0.2205845828   0.6684228347   5.791488811    0.1272344668   3.32384        3.04067        0.30358        5.16224        2.48402        0.49426        6.46353        2.28957        0.5556         
8        NO_ID      1.482334745    0.1434130305   0.5176409209   4.962193315    0.1788724632   7.63547        5.2945         0.39839        11.01961       4.49405        0.53588        14.71519       3.9573         0.62283        
9        NO_ID      1.519771582    0.1520580138   0.5736403088   3.474383267    0.2462320917   6.60066        4.50439        0.43823        10.90196       3.70599        0.67875        14.13374       3.26082        0.73486        
10       NO_ID      1.47940142     0.1942559318   0.4597357778   8.815000399    0.1238312619   5.41377        3.66744        0.40494        8.11594        3.06517        0.61977        10.93997       2.75371        0.72404        
11       NO_ID      1.138836133    0.1703200953   0.5638604137   9.751929893    0.2900289098   4.36954        2.25879        0.56002        6.61001        2.02364        0.80136        9.04393        1.9256         0.89203        
12       NO_ID      0.9585256592   0.1863054486   0.153203852    2.586580926    0.04399823221  8.01615        4.42142        0.52664        10.32448       3.06094        0.71281        13.25758       2.05737        0.70195        
13       NO_ID      1.580502985    0.1310854649   0.2232201963   7.054954764    0.2330657144   12.28776       3.85886        0.86117        18.15245       3.43147        1.17432        25.22523       3.22293        1.33895        
14       NO_ID      1.526327346    0.1405360961   0.6437983892   3.144113107    0.1161829116   6.55929        6.27248        0.29237        8.59519        4.88139        0.39976        11.19221       3.37422        0.56615        
15       NO_ID      1.234275239    0.2353267662   0.3682866217   6.547650524    0.2850222868   4.17415        2.19747        0.57771        6.47249        1.97467        0.82443        9.33333        1.85094        1.02093        
16       NO_ID      1.297878083    0.1527728477   0.2815836085   8.658092287    0.02972505944  9.4086         6.20293        0.42564        11.32686       3.81399        0.6134         13.72549       2.32928        0.69743        
17       NO_ID      1.177015902    0.1368665338   0.9988999288   3.83171395     0.1034682319   4.1225         6.61786        0.17435        6.22222        4.65689        0.29944        7.80201        3.10032        0.40556        
18       NO_ID      1.024514254    0.204167405    0.7294855739   6.066774884    0.2073734257   3.4188         3.1165         0.31631        5.24726        2.61009        0.47675        7.42812        2.28127        0.62065        
19       NO_ID      1.270357971    0.2416382446   0.9707761961   7.266872831    0.02316931418  1.94363        1.93656        0.27478        2.28983        1.06171        0.38356        2.24791        1.23994        0.22617        
20       NO_ID      1.197794164    0.1341200296   0.4778339811   8.073134034    0.06493064403  7.89622        7.17694        0.29838        11.52263       5.17021        0.51049        14.14141       4.0246         0.58774        
21       NO_ID      0.821366137    0.1777957549   0.8204664921   9.022104697    0.2232584687   3.37919        2.93764        0.33587        5.19673        2.58084        0.4941         7.43671        2.29548        0.62768        
22       NO_ID      1.116523627    0.2315986757   0.8198627907   6.256896018    0.1963741306   2.86123        2.56631        0.31676        4.20434        2.1256         0.47107        5.98622        1.85276        0.62493        
23       NO_ID      0.8732944064   0.1291593949   0.9167489202   4.210885523    0.2183385803   5.124          5.37276        0.27218        7.65027        4.4184         0.40694        9.88701        4.00143        0.40662        
24       NO_ID      1.351753317    0.1562542209   0.4077444428   5.445613072    0.05317966062  8.04398        5.42801        0.42341        10.10101       3.92201        0.5667         12.0155        2.89902        0.6291         
25       NO_ID      1.440409672    0.2377795927   0.7674734805   5.008038623    0.03835983806  2.74348        2.2654         0.34768        3.4138         1.3992         0.55819        3.5834         1.34867        0.3878         
26       NO_ID      1.394736724    0.1721809395   0.191575513    3.271687586    0.1846075798   10.6198        4.97132        0.6544         16.60693       4.43814        0.92945        24.60317       3.93797        1.212          
27       NO_ID      1.563158246    0.2480442445   0.7764149715   8.217916953    0.152127062    2.66476        2.33575        0.3177         4.1369         1.87715        0.51348        5.6699         1.63133        0.63461        
