%eval_id interface time_gap       desired_speed  radius         strength_neighbor range_neighbor strength_geometry range_geometry least_sq_term_1 least_sq_term_2 least_sq_term_3 
1        NO_ID      0.7164188797   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -6.1943        46.21583       11.94893       
2        NO_ID      0.1665154931   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         5.84291        41.85248       34.988         
3        NO_ID      1.91468332     1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -10.07065      49.9344        3.37194        
4        NO_ID      0.5923097453   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -8.74118       43.83883       14.53513       
5        NO_ID      0.506006355    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -3.75438       30.61045       12.93293       
6        NO_ID      0.4553059846   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -6.05293       65.12288       23.6654        
7        NO_ID      0.5329231592   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -4.13333       30.43504       13.11509       
8        NO_ID      0.5188542451   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -3.85994       30.73795       12.74925       
9        NO_ID      0.5525789351   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -4.42708       30.5857        12.05795       
10       NO_ID      0.5429790903   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -4.29807       30.73482       12.44235       
11       NO_ID      0.7241112825   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -6.1943        45.44487       13.44811       
12       NO_ID      0.5656182014   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -4.61538       30.82556       12.1055        
13       NO_ID      0.480287178    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -3.1994        30.1212        13.93628       
14       NO_ID      0.4883050793   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -3.38983       30.44818       12.9307        
15       NO_ID      0.6932095378   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -9.52585       45.31884       11.34098       
16       NO_ID      0.671765248    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -6.03146       30.65516       10.27683       
17       NO_ID      0.6627406819   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.81205       30.9152        10.79468       
18       NO_ID      0.6678544693   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.86207       30.77626       10.5073        
19       NO_ID      0.6390792212   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.58127       31.18044       9.38129        
20       NO_ID      0.6465409937   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.60736       30.74034       11.31842       
21       NO_ID      0.6200323014   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.34123       30.96055       12.62689       
22       NO_ID      0.6276877807   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.44935       31.37165       11.76335       
23       NO_ID      0.6720079309   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -9.38148       44.12064       13.69524       
24       NO_ID      0.6501400385   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -5.65952       30.60273       11.18768       
25       NO_ID      0.1632564299   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         5.84291        42.77778       33.60701       
26       NO_ID      1.910824732    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -9.84321       50.06561       3.17899        
27       NO_ID      1.972558736    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -10.52555      50.19077       2.53873        
28       NO_ID      0.498388409    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -3.53797       31.22628       13.21573       
29       NO_ID      0.498693734    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -3.61111       30.4775        13.42441       
30       NO_ID      1.866090541    1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -9.84321       49.55377       3.40525        
31       NO_ID      1.81247603     1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -9.84321       50.39764       2.91216        
32       NO_ID      0.7561178639   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -6.1943        45.64731       14.37176       
33       NO_ID      0.7724787393   1.55           0.10063        1.7034         0.33636        1.3929         0.1047         -6.1943        45.59673       14.73416       
